frame_idx,timestamp_ms,running_mode,hand,handedness_score,es_dominante,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,y0,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,z0,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15,z16,z17,z18,z19,z20
93,1552,image,Right,0.982802,0,0.221754611,0.217474088,0.213928029,0.209664345,0.199048012,0.206881449,0.216412738,0.225003362,0.230037540,0.215775818,0.229869649,0.238043860,0.241760358,0.227404773,0.239746124,0.246331006,0.248589128,0.239783853,0.250133455,0.253835291,0.255006552,0.677924097,0.632460177,0.584261835,0.550362349,0.522087216,0.613016903,0.581936002,0.565449357,0.553315282,0.634061694,0.600695193,0.583875239,0.572921097,0.654559910,0.627313852,0.611650288,0.600307107,0.672626734,0.654020965,0.643090904,0.636171043,0.000000116,-0.006179421,-0.012031554,-0.016919628,-0.021923840,-0.021152994,-0.031381167,-0.037180681,-0.041041169,-0.023523115,-0.031485986,-0.033653960,-0.036525186,-0.025924774,-0.033788949,-0.033795033,-0.034660440,-0.028606042,-0.034634072,-0.034251157,-0.034629770
93,1552,image,Left,0.997259,1,0.733054698,0.744486630,0.762591064,0.777601004,0.794639766,0.773793936,0.775978565,0.768909514,0.762734532,0.761993289,0.758589745,0.748490632,0.742305040,0.746352911,0.741288900,0.732496381,0.727628350,0.730653763,0.725292027,0.718398392,0.714920700,0.721736312,0.691996574,0.666502953,0.648891151,0.632471025,0.708994627,0.676281929,0.651591182,0.635129213,0.728913426,0.689784050,0.660146773,0.647465229,0.742941797,0.706406236,0.681844890,0.672640383,0.751119435,0.721187413,0.705319643,0.703020871,-0.000000230,-0.015753087,-0.029409938,-0.040122673,-0.050638258,-0.043580700,-0.062584847,-0.071101658,-0.075854190,-0.044578683,-0.063167319,-0.065966003,-0.067743719,-0.045938935,-0.063240066,-0.060131665,-0.057350151,-0.048186444,-0.063571095,-0.063180909,-0.061543513
94,1568,image,Right,0.978495,0,0.219220892,0.213645533,0.209975004,0.206928805,0.197590038,0.202935681,0.212979540,0.221376553,0.225983292,0.212312177,0.227502614,0.234303415,0.236808017,0.224254087,0.237926900,0.242555022,0.242880434,0.236747146,0.247979894,0.249701008,0.248576075,0.679353297,0.638711751,0.590740204,0.554756522,0.525363028,0.615395188,0.581473291,0.569373310,0.560213625,0.636507332,0.600140035,0.588290989,0.581008077,0.656891048,0.625821054,0.616022587,0.609785676,0.674733639,0.653061569,0.646607101,0.644146442,0.000000075,-0.005503816,-0.010804942,-0.015220248,-0.019558838,-0.020635333,-0.030677272,-0.036035657,-0.039481137,-0.023185976,-0.031092845,-0.032173242,-0.034102615,-0.025818368,-0.033321828,-0.032232210,-0.032264125,-0.028718777,-0.034262232,-0.033260323,-0.033122078
94,1568,image,Left,0.996963,1,0.739736140,0.748832345,0.764945209,0.778775632,0.794018149,0.773928761,0.777511656,0.769498229,0.762216628,0.762678444,0.761327744,0.750332952,0.743544459,0.748450518,0.745830595,0.736163378,0.729908705,0.734101892,0.728787124,0.721180081,0.717092514,0.717211306,0.688765764,0.664827347,0.648757398,0.633549809,0.707963943,0.679028332,0.654603183,0.636528015,0.728526413,0.695681393,0.664918661,0.649536073,0.743613422,0.715348959,0.687624633,0.672873437,0.753150284,0.731408834,0.712992728,0.704997241,-0.000000244,-0.015222990,-0.028278135,-0.038532604,-0.048608243,-0.041044641,-0.058471426,-0.066531025,-0.071240328,-0.041797809,-0.059000246,-0.062034816,-0.064326569,-0.042896539,-0.059738178,-0.057772573,-0.055910349,-0.044740230,-0.060166102,-0.060554199,-0.059669800
95,1585,image,Right,0.967647,0,0.215256676,0.210761845,0.206971675,0.203423917,0.193347871,0.199331120,0.208281651,0.217706263,0.222911149,0.208363459,0.220285267,0.229032591,0.233209699,0.220208570,0.230393305,0.237077758,0.239264682,0.233297318,0.242610037,0.245669633,0.245959252,0.677436292,0.638977289,0.591630280,0.555085480,0.525676131,0.617150307,0.582497418,0.568768978,0.559588134,0.638404965,0.605264068,0.588285029,0.577886999,0.659019649,0.632808506,0.617712498,0.606341302,0.677026749,0.658240020,0.647805810,0.640348315,0.000000108,-0.006701459,-0.013307445,-0.018648006,-0.024023945,-0.025702458,-0.037142821,-0.042636037,-0.045956492,-0.027864179,-0.037575498,-0.038987078,-0.040817592,-0.029955450,-0.039327804,-0.038794171,-0.038806945,-0.032220799,-0.039627224,-0.039319579,-0.039382029
95,1585,image,Left,0.998548,1,0.742021143,0.751408577,0.766334772,0.778938532,0.793035209,0.777419209,0.780098677,0.770169139,0.762681305,0.765782118,0.762798369,0.751771152,0.745940626,0.750687540,0.746795177,0.737459779,0.732207537,0.735565126,0.729843915,0.722532153,0.719193280,0.719556034,0.689479470,0.663970888,0.645747125,0.628502190,0.706765175,0.676057041,0.653078556,0.636972845,0.728178024,0.691706777,0.662733376,0.648612082,0.743542552,0.711633205,0.686831474,0.674575984,0.752800822,0.728355110,0.712166131,0.706308246,-0.000000219,-0.015113414,-0.030180467,-0.042153820,-0.054037623,-0.048984505,-0.067428604,-0.075432569,-0.080603138,-0.050822575,-0.070216000,-0.073877312,-0.077133723,-0.052356157,-0.070132457,-0.068184674,-0.067150392,-0.054506794,-0.071260601,-0.072381273,-0.072452083
96,1602,image,Right,0.974414,0,0.214117751,0.208655655,0.205037862,0.203022987,0.194561347,0.196350604,0.206858918,0.216270104,0.219920576,0.205683857,0.219630972,0.227632672,0.230302855,0.217971563,0.230113834,0.235315010,0.235626012,0.231262520,0.241519481,0.243257642,0.242063969,0.680269539,0.642544568,0.595340431,0.558346331,0.528019309,0.616777897,0.577856600,0.567612588,0.562472701,0.638111770,0.601196229,0.587502956,0.579768181,0.658710003,0.627503455,0.616496086,0.608857334,0.676578462,0.654035091,0.646816730,0.643129766,0.000000083,-0.005908894,-0.012333179,-0.017739685,-0.023097040,-0.025164258,-0.036742020,-0.042158909,-0.045217548,-0.027787158,-0.037208736,-0.037994202,-0.039476894,-0.030377826,-0.039287589,-0.038013343,-0.037651699,-0.033129286,-0.039962862,-0.039002433,-0.038655072
96,1602,image,Left,0.998708,1,0.742001593,0.751770794,0.767195523,0.780052364,0.794871986,0.776551366,0.779146135,0.770561278,0.764011323,0.764711082,0.761031568,0.750665188,0.745536268,0.749856114,0.745189905,0.736543477,0.732088566,0.735143781,0.728919387,0.721900582,0.718991458,0.718177974,0.687950015,0.662981689,0.645525038,0.628979385,0.705996037,0.674582183,0.653499603,0.638600647,0.726324260,0.690143883,0.663281083,0.650064528,0.740958571,0.709205031,0.685802341,0.674196362,0.749673069,0.725559175,0.710579574,0.705314696,-0.000000205,-0.015067481,-0.030060394,-0.041957386,-0.053803131,-0.049015846,-0.067325950,-0.075265549,-0.080528423,-0.050849985,-0.070438251,-0.074457780,-0.078058615,-0.052336920,-0.070244960,-0.068892360,-0.068365991,-0.054425247,-0.071436629,-0.073103048,-0.073670380
97,1618,image,Right,0.968631,0,0.212334856,0.207465857,0.203549221,0.200440153,0.190111563,0.195146903,0.203889608,0.213163391,0.218223974,0.204465553,0.215883628,0.224723220,0.228764266,0.216572270,0.226301074,0.232473418,0.234282777,0.230148554,0.238757744,0.241033435,0.240894675,0.678196311,0.641261280,0.593034744,0.556343138,0.527225912,0.617197990,0.580395639,0.565400302,0.556884706,0.638131142,0.603970349,0.586894989,0.577470124,0.658590019,0.630795598,0.616175294,0.605713606,0.676573157,0.655371606,0.645598412,0.639231503,0.000000107,-0.006571267,-0.013111668,-0.018356357,-0.023574505,-0.025905116,-0.037297674,-0.042594038,-0.045624595,-0.028011728,-0.037649807,-0.038494971,-0.039796874,-0.030050848,-0.039356038,-0.038372923,-0.037978809,-0.032240551,-0.039576348,-0.038981568,-0.038735416
97,1618,image,Left,0.994668,1,0.732338488,0.743555009,0.761843443,0.777046382,0.793167472,0.773530602,0.777205646,0.769771636,0.762546241,0.762569845,0.760918379,0.751288235,0.744757116,0.747298360,0.744049191,0.736701965,0.731883168,0.731682420,0.727555096,0.722983479,0.720546305,0.721881986,0.692421556,0.667144001,0.648356795,0.630204618,0.709459364,0.676319897,0.647380590,0.629737139,0.728217661,0.690167427,0.655682325,0.641819596,0.741271138,0.707655251,0.676341593,0.663363099,0.748358965,0.720342338,0.700777173,0.694991410,-0.000000260,-0.013810015,-0.025667900,-0.035437107,-0.045098010,-0.035101134,-0.053528000,-0.063559048,-0.069231674,-0.036419082,-0.053572584,-0.057109315,-0.059124801,-0.038523424,-0.054638248,-0.052487858,-0.049955685,-0.041479152,-0.055298213,-0.055004377,-0.053316735
98,1635,image,Right,0.955863,0,0.212136090,0.206767261,0.202926829,0.199755996,0.189258710,0.194478974,0.204379573,0.213697225,0.217949092,0.204091072,0.216852218,0.224958807,0.227793276,0.216513634,0.227598280,0.232359961,0.232742026,0.229960471,0.239511177,0.241081759,0.240122348,0.675671339,0.640439749,0.591585457,0.553688884,0.523747563,0.615859866,0.574794233,0.562275410,0.557771564,0.636367917,0.598281801,0.582229733,0.575642467,0.656869829,0.626098812,0.614127755,0.606971264,0.674722314,0.652192175,0.644424200,0.640222311,0.000000109,-0.008049946,-0.016067671,-0.022338584,-0.028409226,-0.031997021,-0.045723584,-0.051672611,-0.054581575,-0.033805948,-0.045387320,-0.045889005,-0.046695542,-0.035497699,-0.046400815,-0.044954523,-0.044005364,-0.037347142,-0.045876551,-0.045157190,-0.044616725
98,1635,image,Left,0.996518,1,0.733991623,0.743608713,0.761030138,0.775686383,0.791357577,0.773820698,0.776582718,0.768584967,0.761948884,0.763324857,0.761534989,0.749793291,0.743076921,0.748418272,0.744512796,0.734480917,0.728848517,0.732799947,0.727826893,0.721322119,0.718278944,0.718141675,0.689034045,0.663246274,0.644595623,0.626676142,0.705032051,0.670935631,0.643456042,0.626615167,0.725960910,0.685933769,0.652479649,0.639431179,0.740877688,0.704444289,0.674231112,0.661686003,0.750162661,0.719455957,0.698201418,0.690629244,-0.000000275,-0.014649602,-0.026508050,-0.035957858,-0.044969227,-0.035431389,-0.052734621,-0.060987066,-0.065553620,-0.036228664,-0.052647974,-0.054984041,-0.056143489,-0.037825067,-0.053815279,-0.050719839,-0.047525890,-0.040329445,-0.054096084,-0.053286575,-0.051215686
99,1652,image,Right,0.950476,0,0.211885363,0.206174031,0.202202022,0.199146077,0.189636305,0.194541663,0.204978704,0.214394808,0.218489066,0.204137489,0.217054859,0.225311115,0.228524685,0.216507658,0.227283895,0.232339323,0.233309686,0.229941815,0.239326507,0.241173431,0.240639225,0.674496949,0.638729751,0.590073287,0.552250385,0.521831274,0.614197493,0.572974384,0.560619116,0.556608379,0.634698927,0.597640932,0.580453813,0.573170483,0.655262113,0.626583695,0.612507820,0.603618562,0.673002779,0.651339114,0.642347455,0.637086034,0.000000111,-0.008094401,-0.016033014,-0.022194780,-0.028071549,-0.032218684,-0.045852367,-0.051564787,-0.054284059,-0.033920739,-0.045610581,-0.046243038,-0.047080055,-0.035489917,-0.046567671,-0.045651596,-0.044972800,-0.037186112,-0.045922130,-0.045573220,-0.045227308
99,1652,image,Left,0.995524,1,0.728965104,0.740596354,0.758982003,0.774420261,0.790742099,0.770997822,0.774488389,0.768049479,0.761424959,0.760991633,0.759341896,0.749227762,0.741796672,0.745941579,0.742972612,0.734750032,0.728645027,0.730165780,0.725837290,0.721116364,0.718331277,0.721640468,0.690903604,0.663986564,0.644002616,0.624023676,0.705064893,0.669677019,0.641564548,0.622494459,0.725642204,0.684922040,0.649364948,0.632222295,0.740628064,0.704343855,0.671395779,0.655229747,0.750095785,0.719651222,0.695820093,0.684551537,-0.000000273,-0.014740092,-0.027069811,-0.037055843,-0.047008388,-0.036941167,-0.055873174,-0.066430464,-0.072595164,-0.038070798,-0.056184828,-0.060679607,-0.063381344,-0.039945927,-0.057127185,-0.055997204,-0.054031633,-0.042705640,-0.057564326,-0.058217894,-0.057166267
100,1668,image,Right,0.964133,0,0.212760270,0.207400784,0.203943774,0.202002734,0.194467366,0.195037574,0.204534605,0.213811934,0.218933985,0.203948617,0.215304777,0.224326089,0.229149908,0.216007888,0.225776926,0.232599169,0.235355079,0.229639083,0.238853350,0.241607815,0.242177278,0.675477743,0.638509095,0.590549469,0.553323150,0.523837566,0.613036036,0.574497163,0.558883011,0.551190853,0.633747756,0.599958122,0.580011427,0.569508016,0.654522121,0.628285706,0.611033797,0.598664939,0.672099710,0.651151180,0.640480161,0.633253217,0.000000112,-0.006731914,-0.013563054,-0.019089688,-0.024482751,-0.027681379,-0.040291827,-0.046393901,-0.049681593,-0.029971030,-0.041078147,-0.042728651,-0.044229645,-0.032182861,-0.042895839,-0.043062776,-0.043038577,-0.034504902,-0.042705007,-0.042697009,-0.042637590
100,1668,image,Left,0.99714,1,0.731694281,0.741552889,0.759071290,0.774053335,0.790240228,0.771724761,0.774034739,0.765699565,0.758463025,0.761632323,0.759134293,0.747453928,0.740395844,0.746816993,0.743050218,0.732698977,0.726561368,0.731261194,0.727072001,0.720439672,0.717058837,0.715023518,0.684604883,0.658474445,0.638495028,0.619125009,0.701082468,0.667689383,0.639639378,0.619973004,0.722214937,0.682969570,0.647476375,0.631289482,0.737759709,0.702871203,0.670186162,0.654978096,0.747990429,0.720717072,0.696069717,0.684023142,-0.000000272,-0.016214393,-0.029214801,-0.039468747,-0.049449679,-0.039514124,-0.058571324,-0.068386443,-0.073991485,-0.040046360,-0.058672249,-0.062865593,-0.065381907,-0.041315712,-0.059460688,-0.057876851,-0.055518966,-0.043486964,-0.059080593,-0.059221804,-0.057772197
101,1685,image,Right,0.969441,0,0.213191494,0.208350584,0.204571038,0.201202139,0.190686092,0.195694208,0.204355925,0.213112816,0.218280330,0.204873070,0.215883836,0.224515885,0.229289681,0.217158318,0.226618335,0.233370081,0.236182481,0.230880648,0.239949733,0.242725104,0.243397087,0.673678756,0.635992050,0.586910367,0.549196064,0.519470394,0.611488998,0.575389087,0.558572173,0.548110783,0.632238448,0.599325716,0.579041839,0.567322135,0.652910888,0.626134515,0.609131277,0.596777141,0.670404971,0.648146391,0.638029754,0.631663561,0.000000113,-0.007258646,-0.014296631,-0.019941680,-0.025639599,-0.028256783,-0.041272663,-0.047881596,-0.051685598,-0.030495657,-0.041879784,-0.043828998,-0.045772322,-0.032709330,-0.044094793,-0.044431467,-0.044568203,-0.035031933,-0.043821443,-0.043979332,-0.044152886
101,1685,image,Left,0.996807,1,0.730586886,0.740590453,0.757594526,0.772574842,0.788442016,0.772274971,0.774312317,0.765248716,0.757746458,0.761586607,0.757854581,0.746156156,0.738049805,0.745882511,0.741050065,0.730665565,0.723659337,0.729939044,0.724440992,0.718114495,0.714525700,0.717424810,0.686670065,0.659037352,0.636062622,0.614037275,0.702509284,0.668887973,0.639277756,0.616936445,0.724084616,0.681849658,0.645261049,0.626471519,0.738890529,0.698567867,0.666141033,0.649849653,0.747400880,0.712769330,0.688122034,0.676291883,-0.000000288,-0.015062974,-0.028122857,-0.038838960,-0.049485732,-0.036506377,-0.055775877,-0.067115881,-0.073536769,-0.037536267,-0.055283677,-0.059781551,-0.062347230,-0.039303161,-0.055976540,-0.053757623,-0.050938133,-0.042008929,-0.055909801,-0.054833610,-0.052375395
102,1702,image,Right,0.971777,0,0.213971987,0.207973093,0.204458296,0.202799916,0.194232985,0.196210518,0.205085203,0.214259073,0.219402969,0.205689475,0.217341334,0.226087242,0.230534494,0.218206897,0.228130549,0.234514028,0.236715630,0.232073247,0.241464183,0.243881404,0.243933991,0.672034621,0.635576487,0.587714195,0.549487650,0.519597411,0.609679639,0.570952773,0.554800153,0.546335161,0.629398584,0.594344974,0.574838579,0.564487159,0.649183750,0.621981144,0.605687737,0.594204605,0.666018605,0.643505096,0.633917809,0.628268838,0.000000106,-0.006149956,-0.012726461,-0.018067807,-0.023355518,-0.027187198,-0.039647169,-0.045579869,-0.048749167,-0.029650006,-0.040275853,-0.041452389,-0.042819314,-0.032021467,-0.042546671,-0.042506412,-0.042448658,-0.034429815,-0.042507172,-0.042340286,-0.042286016
102,1702,image,Left,0.997241,1,0.730054975,0.738959610,0.755020440,0.769425869,0.785428286,0.770281136,0.771512687,0.762909651,0.755769551,0.760540605,0.755743384,0.744093120,0.736768544,0.745517075,0.738957465,0.728667200,0.722753346,0.729857981,0.723440468,0.717028856,0.713957429,0.714867473,0.685809791,0.656657696,0.633351743,0.612771511,0.697036147,0.661612689,0.632843316,0.613289833,0.719590485,0.673953474,0.639682412,0.624641120,0.735564649,0.692176402,0.661860347,0.648643851,0.745519400,0.709297478,0.686185837,0.676362872,-0.000000292,-0.015168678,-0.027761163,-0.037959278,-0.047852051,-0.035402741,-0.054054562,-0.064570442,-0.070476770,-0.035998937,-0.052922998,-0.056641843,-0.058691010,-0.037421018,-0.053399187,-0.050508946,-0.047339238,-0.039893586,-0.053396631,-0.052192871,-0.049638286
